"Sales","Awareness","Liking","Consideration","InstagramAds","TikTokAds","SEA","PoSPromotions","InfluencerColabs","Time","predicted_sales"
70295.2884159745,21.7852459693209,6.54589236104458,9.80818380981186,311,428,2088,193,687,261,70486.0645727151
62224.9818763195,22.2687176327508,-5.37642041804832,-1.60706094411647,507,230,1565,177,953,262,64924.4643559808
66634.1539785482,22.0971704380873,-2.97155753330194,0.459384524250396,1155,112,3852,130,832,263,65822.8574209842
69578.6181578859,21.6753846826294,5.96909323816352,8.15925549738096,822,10,259,126,886,264,69632.8998773546
67114.9884433663,21.8994151559057,-1.24758735988313,1.11102953930559,588,788,77,187,829,265,66002.4138784668
63645.0592663035,21.8530593164634,-7.43073077743236,-4.75028378676597,707,995,975,193,847,266,63050.1918743892
69296.0658980981,21.6335074522787,5.45986300268735,8.43709469030627,650,536,962,162,878,267,69736.4397309291
66517.7973842385,22.1292453821996,-0.735769326461148,1.79151907421476,59,820,1977,279,807,268,66335.2012971426
61703.5658055335,21.6454939250353,-11.6011911969065,-9.36409704732454,501,454,64,190,782,269,60878.73079344
66794.2280651399,21.8918209000949,-3.41649096589584,-1.65994437983717,20,554,585,24,576,270,64750.0336909794
61206.1407018681,22.2831261083116,-12.3885548238421,-8.71686236184683,1300,484,1250,277,1026,271,61197.8678517928
71948.8069751826,22.0006287926887,10.982812071477,13.4070641112558,1437,842,419,318,770,272,71926.5494145681
65640.3383550633,21.6920523023639,1.86646981507748,3.70589418265411,9,658,136,78,515,273,67384.2274348171
58562.9945110433,22.1603169159197,-7.82054631067642,-5.66769703068245,1225,173,1332,179,1106,274,62639.6772471247
68539.3170957855,21.8667347757602,-0.0402785791961151,2.35452737308477,1201,760,179,479,533,275,66438.5562666037
65108.6007902898,21.9731844114692,-2.10354601155584,0.681103503033728,1006,157,592,122,728,276,65950.493667222
69287.3931601284,22.203777815114,2.32182577275259,5.11604073277319,508,63,2125,218,1094,277,68135.8642990192
67790.4911058704,22.0860919767005,0.471570300982204,2.97495464331686,1373,587,1501,147,1024,278,66867.6543370868
64325.4027704716,21.927467776074,-11.6173215855559,-7.69767063788454,893,804,1608,214,689,279,61741.7649321559
62705.9636895453,22.2189724676995,-7.81889793550417,-4.51025039046671,445,56,4204,49,778,280,63476.3101773843
66123.1500868054,21.922011150624,-1.62413619693,1.30396170173699,767,275,2898,20,1069,281,66249.1543300212
64719.4424978545,21.4942035645611,-7.86193199673317,-5.31362513002472,525,49,457,105,802,282,63033.0992249929
60787.343785356,21.2027730581565,-11.6064873372031,-10.5565675354426,765,443,0,221,694,283,60101.3985844494
65278.1597837548,22.0638606108622,-4.03364482177501,-1.40225180915453,982,118,1426,161,884,284,64867.37434806
68206.3955942475,21.6510770304701,3.00618073643253,6.11782484477512,418,49,1072,160,656,285,68748.58555664
74122.7739280881,22.0448505300965,12.9954913394549,15.7632028505104,379,646,3892,211,442,286,73286.299444429
71281.8491957574,21.9446580693531,8.69158102970806,10.7978915880733,522,551,1349,110,834,287,70835.3291583924
72903.0758740312,22.0710421498002,11.5625039719742,13.6297483694469,95,67,1586,57,1012,288,72402.7326259094
66301.1497460795,22.0935154201614,-7.91689784241427,-4.87429841958658,55,632,721,265,935,289,63165.4594519647
68004.6353434684,22.1096413278034,-6.30396661703143,-2.8110919256228,582,378,1248,119,873,290,64287.7815520258
67843.3994673353,22.0612428419442,3.10058493700635,6.00155112839341,1158,620,3149,123,679,291,68421.1208514624
63320.1647281679,22.213025665605,-8.65142600678512,-5.93830255246727,591,903,1558,420,787,292,62395.1740702125
64252.0538783421,21.7930442770209,-1.90455017850373,0.804732159090178,471,863,1220,167,555,293,65883.2751493852
65713.4063044105,22.1260212105272,-0.532909308701563,2.3109331510144,700,196,2208,62,530,294,66793.2442818253
68010.6006536456,22.0520130620419,-0.374862169104827,2.10383817746803,197,5,852,71,645,295,66772.4508120059
66949.0565863547,22.0040426793618,-7.74847016558745,-4.61577078622014,1182,507,1421,177,603,296,63231.5434609833
63704.5377369339,22.0783034986316,-3.16525125049177,0.209804204455889,130,260,1474,181,661,297,65829.1960516682
67391.1872257278,22.1575247673602,5.34150241032495,8.10758359840279,1011,292,2714,116,801,298,69547.7076391156
67968.7980146857,22.2892769354712,7.12151123861534,9.82283244017208,1069,80,954,182,773,299,70447.3552943141
64664.1720656796,22.1844459101025,-6.93491549636482,-3.96296754208859,278,380,1821,29,744,300,63724.7034322078
63400.3379369979,21.4686369901929,-2.42851129246156,-1.36464218645484,672,593,66,17,844,301,64720.5376608714
70425.1156580307,21.7306023148224,7.75685103647694,10.9540074622007,754,357,2167,81,913,302,71042.3370468832
68507.6513399804,21.620279909177,5.59547054052136,8.07078788002212,960,491,68,110,913,303,69509.8572225901
67043.5658052311,22.0289752879807,7.74651060063357,11.51479567894,326,476,2826,247,592,304,71346.9487239465
66218.0415464991,22.0443114036461,-0.0164654943877457,2.72318174264097,178,234,97,230,1101,305,66987.6746725002
68671.4262574379,22.0106460102649,3.18081168114113,5.58324584299884,705,372,966,160,490,306,68310.2248403022
67969.7255330383,22.0717900311626,6.85333902248672,9.35770605657668,1113,305,1733,4,560,307,70204.6947046693
65262.1329020534,22.0149100572239,-2.31837181037871,1.03741799177697,806,705,2854,111,816,308,66044.5548809245
70407.6475075795,22.047627823257,6.87954965503384,10.3104850808777,594,799,2545,169,653,309,70644.5026912138
65003.8344578048,21.7716151666367,-3.92106055162183,-1.56460155067347,971,360,580,71,775,310,64763.0516705214
74405.4590153446,21.7997093369275,12.8860432127802,15.7921855236295,1235,11,1517,108,907,311,73428.024288021
66321.9129088053,21.7511802483397,0.325384834738436,2.6235250527143,526,26,114,179,848,312,66918.9462015748
67816.3406748676,21.6844453368021,5.37764831396881,7.79877597383319,450,746,215,158,867,313,69353.4049371035
67348.8175724878,22.0396940943979,0.571007353910642,3.79915510985071,860,464,1798,167,842,314,67444.624615184
70640.3214301486,21.9904367411787,5.18824091523378,8.19847361835285,962,444,1729,243,796,315,69560.3334601341
62629.5416373015,22.1214158670275,-9.60795082885561,-6.42702637182298,845,144,2052,198,486,316,62444.0539568251
69890.9002619237,21.8989141079221,7.57181830278519,9.44038331005356,765,463,213,285,1079,317,70061.8598334668
66856.184430435,22.1435961358852,1.93374156477873,5.14056659352832,446,665,3627,103,756,318,68102.3051771453
62346.0867321509,21.7296968865072,-7.62736585186972,-5.02669289875408,643,455,417,143,500,319,63081.6566013536
63465.4304702295,21.8855409225328,-7.31537851397866,-4.87231938722273,98,92,630,240,962,320,63216.7114463037
71929.6371473465,21.8694943067748,10.3283788995204,12.6702449487855,1096,122,1546,189,830,321,71775.1646147878
73205.1997802409,21.740141379765,8.05688491715171,10.5385153696293,701,797,168,139,632,322,70698.8722826211
72983.9428807062,21.9420534766915,8.53709218039301,11.2766091966855,429,946,1216,247,911,323,71011.7605154844
68768.7988753987,21.8911319744218,5.74262410839559,8.01185301797542,808,404,499,176,712,324,69469.109184227
63619.9779338966,21.5191709139248,-6.62926362097328,-4.53595273755364,526,601,152,99,702,325,63258.2024393121
70217.8976802094,22.1308286547313,4.56128949100664,7.53340802653217,878,81,4022,221,741,326,69274.9527813494
70918.3087449356,21.6216270363147,12.1312517045293,14.9997935027988,1216,9,227,208,849,327,73021.4292824728
68559.037809458,21.7140710097049,1.01143536495314,4.52274110756914,651,415,1111,93,834,328,67917.3841592837
69543.5333664278,21.9698780773224,1.03845436225219,4.24033499779663,776,207,520,144,709,329,67773.9415459632
71226.2923370901,21.4096030916109,8.88222281731457,10.1893541819257,1077,367,4,374,587,330,70332.1773263669
62319.7583677787,22.0498864162235,-10.2581865812936,-7.0236287196022,473,544,1052,127,855,331,62147.6087518851
66648.3513176593,22.0818709602114,-2.2151531596222,0.477143069421525,803,157,648,82,1014,332,65866.4275591264
69893.5671116601,22.0106571643965,5.49984604778403,7.75205288543547,977,571,816,388,808,333,69177.4096681801
64731.3133960455,22.3083000450491,-5.27855286199329,-1.98212014039495,654,378,3161,150,949,334,64605.2627320562
66804.5606140343,21.8554375499867,-2.1190062623159,0.382253281587257,1004,528,463,149,609,335,65682.6431337121
71602.4693462279,22.1388626034558,6.09774102254112,8.4626030942557,769,367,2777,114,973,336,69678.854485888
58143.5393063958,21.6102186979377,-11.5141289776683,-9.43032114018453,552,988,40,182,523,337,60720.7204406365
68309.9149383452,21.9305243735436,4.22151088815417,7.04523857459571,729,532,1852,135,740,338,69021.8407082462
67235.28382116,22.0327345352937,-1.04738576508096,1.01844510690136,1233,462,255,231,959,339,65886.6907089912
68535.8064965825,21.6871120990162,2.28490239808785,4.83451920492204,289,692,145,33,631,340,68000.1406416969
67630.9928150105,21.81275071555,-0.443298570247957,2.59688997917237,301,985,1390,263,880,341,66742.0313950647
66961.7613552948,22.1334083640003,-1.9923407116091,1.07619812689411,382,78,1584,248,918,342,66186.9090464439
68734.3062848728,21.9170824704485,6.83438522578489,9.87503295496107,113,549,2373,254,807,343,70452.5461398212
71276.7007965892,22.0295566175452,6.43198579409837,10.0015796402817,736,335,2624,190,935,344,70566.8571405155
72944.5342154335,22.448979211613,2.76592668264097,6.13655004161044,1039,4,2522,27,955,345,68743.9527693461
67684.461417722,22.1213381936832,4.47089679905363,7.39976244623449,544,721,1707,71,1086,346,69208.0631538714
62053.7744109083,21.9496793239922,-3.83377932390797,-0.715136674382684,1210,885,3020,112,623,347,65063.3634512201
66979.6915518622,21.7483713726919,1.17613223671769,3.79395771007988,951,301,970,181,908,348,67399.8048571518
72893.9610199644,22.0136120135875,12.9599582188544,15.1826862010585,114,586,1569,77,705,349,73080.7198770253
68035.1106064143,22.1846723912077,4.38246079860781,6.60212132115956,175,597,1132,110,734,350,68816.5341455875
64186.5373413247,21.9379400954887,-3.80950289269366,-0.398845645494863,633,593,1562,177,951,351,65379.666820119
71180.8110270264,22.1898090456056,11.0574154411395,14.3941265919447,1283,176,2989,96,661,352,72732.9595342816
66935.3317817831,21.8595791103965,-0.511204494466127,2.49296134151753,1068,369,1531,182,722,353,66769.3330132036
67997.7178968446,22.2332297782246,2.56727167024968,6.1065796498594,87,236,2142,161,723,354,68772.969319967
64046.2597292639,21.9050134771165,-4.44547965185376,-1.81752655871027,1260,492,346,323,798,355,64502.2621245479
68722.8782683036,22.1141249386622,0.902971169362316,3.02940868452861,639,207,1045,197,801,356,67023.810006572
67023.8329773783,22.1351557692778,4.96431780962707,7.92895770315559,276,734,1620,153,901,357,69480.2499463445
67860.0734946157,21.5762490561284,4.01424766992891,6.36973926091815,899,486,99,282,794,358,68590.4283910727
73079.7567640733,21.7036499040603,8.7645728271798,11.5294636326226,663,259,680,246,789,359,71278.5568126923
63785.8509462028,22.1232594867738,3.33241473161368,5.33208812529304,1353,573,517,218,994,360,67976.1532586388
71529.0828141282,21.7506493669955,4.10946445549699,6.62724352847353,1304,526,1254,160,587,361,68718.0243747409
63059.8020515554,21.9937495676495,-7.14609834143586,-4.7732986388939,47,154,1413,92,583,362,63316.9357349231
72765.0308684812,21.8783105677658,10.7078357333279,13.2467359385253,1008,109,591,118,1170,363,72135.1375688127
67706.5691993853,21.9664006899557,3.28336473789182,6.26108385682931,1064,347,1341,164,930,364,68642.2590726394
66762.0005339338,22.1642349194941,1.55294372222766,4.10079897903162,952,812,1306,197,608,365,67438.1368417906
68666.1677520215,21.9600343865095,3.66897655999007,6.67860823849304,790,209,2166,82,779,366,68940.0411313315
69060.3506691626,21.5964616743674,1.97283779035377,5.21298483081636,276,713,955,287,703,367,68130.6411079456
69892.3848716186,21.9012526196759,2.84197097486321,5.48119986040776,27,774,1073,281,746,368,68211.372784791
64730.3828857678,22.1577532920482,-2.30799269112333,0.248905883760919,572,852,713,324,1170,369,65497.9759431448
64904.6735604236,22.0766535648804,-3.42755981887875,-0.0265653411138926,307,482,1530,101,711,370,65675.8740816323
69569.6026712205,22.1202261802386,7.48670787388347,10.3613542400708,434,338,1789,57,972,371,70776.6707255826
69627.0253151381,21.9464571730829,2.61461867916686,5.37701551112135,1277,622,908,93,796,372,68140.3461910119
66897.6209775798,21.8799185944325,1.26088478150747,3.97702173561352,790,32,845,203,775,373,67583.5232198701
70173.773140342,22.0160691372772,-0.170031107807743,3.12383158152016,895,159,1988,262,951,374,67128.3918098139
63640.7080241527,22.2071749975019,-9.2881639540525,-6.33796522534712,553,544,1580,6,603,375,62499.3605113638
64457.9443951027,21.9418749468189,-3.29096272659434,-0.233184050926375,1141,416,867,188,983,376,65407.3484275951
64960.5057169829,21.9472219960323,6.81667402897265,9.23958765663494,245,984,558,52,665,377,70093.0116836083
68631.8141805174,21.9378199238489,1.70156296813834,4.79841013412383,221,715,1458,206,860,378,67935.249124633
66422.2987319982,21.6515530188908,6.69535355089544,9.42616370834601,43,482,973,217,428,379,70281.9374694804
64065.5101307882,21.7435202840563,-11.0917861256242,-8.62961463492771,1317,216,143,138,824,380,61242.9005462965
71129.4897686645,22.0252360039099,5.65168773115395,8.3685090085505,698,40,1022,113,812,381,69804.6772810924
71827.4031477411,22.1872755019899,8.21605960077054,11.3688477479325,1259,159,2222,137,693,382,71217.8009329372
71825.9417606669,21.9337393384719,11.2229768756124,14.018284787105,1295,893,1909,69,521,383,72364.0526403619
65407.1160610713,21.8577991097958,0.500238254116098,3.30841742440215,329,83,1883,300,1066,384,67224.8313107821
70724.4839247926,22.1485976810132,4.22661027116161,7.40109337116656,265,748,3408,163,599,385,69209.5230946665
62292.2264323602,21.7604506486643,-8.16054458758039,-5.09895789515296,840,992,1938,234,861,386,62863.5233443782
70087.5756779128,22.0886766842002,2.57025739930266,5.44059003773271,1124,392,1929,231,865,387,68167.2986638707
64155.7386539147,22.1614598489822,-4.88971778908306,-1.93707083802738,1149,273,814,209,742,388,64589.2114996479
71254.3993271924,21.5842005332843,9.28972954066871,11.3391256472996,866,140,675,94,809,389,71163.9802978136
71683.2855667717,22.0643551186027,3.77904777094928,7.08912252817626,974,222,1403,247,873,390,69097.376839354
75300.3935212491,21.9810222120191,19.7947099458782,22.5273382829887,1070,264,983,143,494,391,76731.0126291211
67942.8837608611,21.6589933650058,-1.34031402391457,0.975062496859549,1188,995,45,192,687,392,65813.0967795915
75378.4176906527,21.8177049471412,11.9748777056133,14.7262453670926,557,400,2152,332,822,393,72769.2521253235
65211.0438948278,22.0240931024292,-1.20037670997201,1.36124708002226,1043,81,901,76,884,394,66278.5195896903
68965.444300548,22.049040484722,0.963905462764463,3.87136098125303,693,565,1419,143,718,395,67466.5687784281
67512.7808712124,22.0442387892102,1.14065676603985,4.07590999294739,522,305,2120,188,774,396,67609.3915573388
65864.6374166497,21.8181366023568,-0.00408656142185588,2.29347767611747,24,9,175,229,828,397,66798.9543518787
57171.4025313414,21.85546464304,-15.8907075512316,-13.3072319668342,517,775,1296,320,853,398,58806.4157220086
67604.4407630077,21.5303326693245,-2.36780020600113,0.341645863461694,1058,347,230,268,877,399,65654.9048007677
68743.1517933435,22.0980021942662,4.66612460860222,7.8349037464181,1057,543,1021,227,852,400,69389.0876932613
68844.2415553438,21.5507125889242,-0.265105151976772,2.48306312935906,900,450,521,32,733,401,66821.2266310734
65359.5571792522,22.2566593525812,-0.778520157986163,2.17570852510612,751,281,1172,161,812,402,66684.2406046578
63759.103885353,22.3432044341243,-6.99366189156429,-3.94081211604229,1410,16,2610,123,813,403,63626.1765722944
68018.0485839489,22.1537838855305,-4.10095389807167,-0.638799322497107,210,495,2870,166,685,404,65330.0542024967
62121.2025513236,21.9315182242276,-6.25587323433234,-4.07715818718436,935,635,1889,119,450,405,63407.0097885369
66509.0438761768,21.9712091006645,0.774549315466988,3.33987219405318,419,509,1388,89,866,406,67223.560902309
72169.3271882195,21.8340766107,8.32989131099567,10.5709934958362,710,383,595,66,737,407,70793.9602510198
63185.5245145026,21.8740860648996,-7.18268629793123,-4.45575838570331,12,983,834,128,851,408,63321.04631635
67510.6967224928,21.7647225972562,4.39392529537854,6.66794771172043,78,310,628,101,825,409,68935.120426236
70302.5057540645,21.9930624809514,4.48311797000381,6.77550432153274,488,710,390,252,977,410,68788.3743790855
66166.5024254678,22.2205501395845,0.787692716602586,3.65702847263265,203,194,1564,139,811,411,67493.4305487254
63427.1977682433,21.949732002332,1.04433831278979,3.93506712565395,1034,972,2030,136,949,412,67339.6002844533
69780.2583058545,21.9429778939492,0.653052188736787,3.74470787760282,1059,621,850,95,879,413,67393.8468463242
69058.9574205142,22.0973332640278,4.58501835891145,6.84110106946355,690,208,634,196,756,414,68934.0811688003
67361.6839831846,22.0371167280037,1.64532108013912,4.43449371903518,1443,58,1295,204,753,415,67726.0024933883
69573.1525706289,21.4744360750576,4.70183908076748,6.03159277241984,1096,746,64,247,882,416,68229.164808612
76537.5853959945,21.7273458564063,20.5156845632589,23.1018589165602,236,892,245,55,550,417,77011.080311787
65923.5474498798,21.8957979321882,2.37128948557988,5.69919893948696,1140,729,2272,160,856,418,68293.8880460458
72605.0061535355,22.0001033884254,14.7828379473186,17.4887742633254,1425,121,2352,178,855,419,74152.3338756548
70924.0962524916,22.3175816900935,5.87494739309841,8.57458776703445,144,456,1188,118,846,420,69877.6045343987
65296.126080811,22.0921808063312,-3.22345841439883,-0.850719192885092,1090,584,207,37,961,421,65074.8660518574
65697.8884731368,21.9891152303968,-4.59155660266184,-1.44415342024596,1159,135,1486,183,1086,422,64860.1723143027
64000.2606726178,22.0819904596438,-9.21587597162437,-5.68715677901339,546,496,1673,259,665,423,62783.8339116846
60678.5348593552,21.915696918758,-11.5075600220659,-8.03002783389291,1289,847,1257,157,817,424,61493.4311315542
71448.9312437181,21.8756670472,10.5217278355718,13.4925020050063,1316,215,2219,200,851,425,72188.1305741254
67195.8686330194,22.2908817174281,3.72701612928999,6.86734273872009,1322,166,2714,292,953,426,68885.0099545528
70755.303628867,22.0195509100273,9.5859026497563,12.1795875967454,563,487,218,141,986,427,71594.8410769502
67763.6918437071,22.0625644303189,-0.105468975478912,2.91614567061718,1111,691,1944,302,1231,428,66819.5688811792
65237.0583374373,21.755006199724,-5.51909581439781,-3.28826347896811,210,29,976,149,984,429,64004.5514400168
65835.2842055249,22.2262937228622,-1.90161475535675,1.3341276815956,169,962,2814,117,781,430,66201.9855264113
67318.5567217939,22.0456946444528,-1.12196310533442,1.6768427366293,300,991,2097,164,1122,431,66273.6980192612
69408.5871646625,22.0987636516328,10.4618505298049,13.2085356612731,634,665,683,32,722,432,72126.4227986365
69666.6878481725,21.8061284541715,-2.35355233176893,0.842908304938739,325,47,1422,182,761,433,66135.7830289055
69045.9395370266,21.9854154831044,2.84643794716648,5.27638024740812,387,159,1679,155,960,434,68207.1722083622
69211.8369133699,21.9378032834245,3.94893966766813,7.34678357151405,161,220,1537,222,769,435,69345.836467308
71645.2806764334,22.1118635686191,12.3870829873786,15.447271304291,681,580,2481,112,873,436,73199.4162276919
71962.8937977912,22.230299055393,5.54731801524877,8.39684204787634,909,707,1927,145,930,437,69623.300271403
71501.4634873219,21.9005763581726,7.85962716621947,10.2626940047315,431,211,630,192,1022,438,70662.7440537924
69933.8771043846,21.7545204994406,4.91317725873436,7.13984041226604,885,80,435,123,1022,439,69100.4200475734
64951.8768968323,22.2068010284585,-1.36981649064595,1.89453787025174,149,53,2723,174,1023,440,66649.9966828879
68913.9758173359,21.6028404389866,2.25737628959616,4.54336107044792,45,922,803,88,827,441,67751.756096172
67370.0608459509,21.805290021517,1.16777699405674,4.19407349183587,1373,712,1083,233,707,442,67490.7456249814
63682.507486958,21.8123124871577,-7.53972823434619,-4.55345713222816,1439,150,1404,90,555,443,63329.9643807847
66075.8615391104,21.7231943504701,-2.58168027779313,-0.0664955774139616,602,442,1207,102,721,444,65524.1872463896
65622.7314267392,21.7616240042656,-7.42568452427298,-4.48199291657769,136,506,2059,254,761,445,63341.2261095723
70137.6274820809,22.0850960008841,7.07410440375762,10.2410314612641,686,603,1963,333,765,446,70547.7491029934
66981.4327045415,22.1191205221375,1.5125608208743,4.20805803724297,534,542,1010,217,813,447,67606.4100937668
68374.9505521223,21.6592396117263,-0.017959366042099,2.6002678193589,550,178,316,223,722,448,66889.9529757477
66040.0236979143,22.184326658095,1.79437052015021,4.54256903826329,141,289,874,273,1031,449,67850.6594374645
60461.2578857446,21.9745692704739,-10.1790919063582,-7.73312542719234,449,454,494,223,912,450,61692.0195427771
68208.7554542664,22.2725754508644,-1.06928531109404,2.1604700340392,382,607,1741,114,785,451,66691.0983796844
62668.5785732275,22.0398198997098,-7.95685144281694,-4.48041528437304,328,578,1777,199,616,452,63409.5837431063
65565.8934933897,22.0317365023164,-7.26102889999002,-3.60838485184854,753,465,1419,338,967,453,63765.4976986349
67725.9331617865,21.9420343721378,3.82809153082242,6.75335201013493,1,16,795,147,947,454,69101.7317265496
65653.9833541326,22.1509359058862,-2.3635750707922,0.26140302900597,405,799,1747,126,711,455,65629.1994269165
68694.67909481,22.140116212952,2.50433965038665,5.29193342397047,1290,213,929,200,793,456,68145.6154694192
65594.4419797571,21.293198937358,-0.788124859197021,1.21782282243629,1409,930,20,46,987,457,65926.8337515302
67870.0959553471,22.0230770035197,7.82523020836779,11.1721061600855,14,213,1407,159,894,458,71280.4438999979
65585.3728716491,21.8646590973764,-1.64444303009827,0.973520054249964,516,292,574,159,900,459,66078.9911505433
69066.6820391946,22.0090418383827,2.49698707992708,5.59373104711748,1490,864,757,254,655,460,68149.9014137503
70814.0141757688,22.0131688072412,5.02374564784494,7.84444900205249,834,722,1860,129,788,461,69364.2614721434
67916.4269859158,21.9593027708613,1.03294755956563,3.80020097656519,735,822,569,334,901,462,67279.1070324825
68861.4531625283,22.0008526905664,4.79426116458235,7.80902719648477,625,438,1023,238,816,463,69428.9157437681
66477.2878046502,22.1161281291781,-0.59231322258222,1.57938184408835,758,312,331,82,983,464,66331.7435666303
68876.1981661788,21.8896831938575,4.11402955260168,7.14210275788979,1021,724,1521,178,730,465,69005.5274280294
65472.5098531324,21.9069890494669,-0.335504935880029,2.67392592055589,1059,892,1859,157,836,466,66743.5131753854
68055.5928086672,21.9959226967981,5.05893901568832,6.94072340904433,678,681,282,279,495,467,68820.0870425502
63166.8669693557,21.8126906321132,-10.3180504086702,-7.32943186324363,544,183,584,124,1007,468,62038.4682399898
69972.00367712,21.8481464238642,5.00495433773603,7.41286061880554,1001,202,585,21,594,469,69280.9851399367
71000.8865424452,22.0083019047655,10.4013711686715,12.8109029535861,265,203,1278,39,772,470,72013.9604760745
68580.5912081563,22.1469793740966,4.07827250954626,7.27680866248091,938,636,2543,367,609,471,69024.7549658377
64746.501110429,22.0598924230622,1.1615601011939,3.90945555345111,454,311,3568,198,1181,472,67450.9588629539
68544.9688299402,21.9146250964919,5.97971259377329,8.508543382841,765,379,4122,215,790,473,69647.3914587642
70738.290518627,21.8000469756039,5.69328616357756,8.12093249082206,653,794,692,49,1051,474,69507.1151094037
63636.9030218727,22.1814757358635,-8.23851354835699,-4.99176816202749,478,919,1662,174,881,475,63038.0530049876
65162.7835037583,21.7665393018337,-3.26034326530243,-1.02506614887614,164,380,595,121,710,476,65090.7521127359
63750.2770464928,21.9884265431055,-9.34703994877796,-6.39166381179393,117,369,1915,204,844,477,62453.8681142121
66920.41397021,21.964862086081,1.8370103739416,4.50441114903364,288,44,529,231,583,478,67904.2884334674
65701.2056781804,22.0751562933029,-0.109638378412627,3.22466940118007,559,847,2694,164,877,479,67103.1717674223
70506.3321044861,22.0668555750086,8.68361448713586,10.9912260066619,965,952,611,272,789,480,70764.4573442647
72901.6536824927,21.704535109255,12.8618046226868,15.4693573776864,982,903,1940,184,881,481,73022.9965229401
67613.1403099333,21.8365230033227,-0.301234875409731,2.40866915141218,499,450,974,188,516,482,66765.1189993569
65704.871223082,22.3882060267447,1.74434478570537,4.61202286889005,569,758,1950,193,822,483,67766.9047816031
65827.9636341647,22.094429530096,-0.187824397119244,2.4583101313791,230,838,1641,161,727,484,66718.4891025704
65496.1933701304,21.9197145075582,-0.669022718370212,2.07897032901655,139,156,745,70,846,485,66756.6172668307
65694.2231319543,21.9831140472575,-0.815549866256006,1.78863629785083,834,905,1996,45,674,486,66336.3548351233
70121.7586873937,22.2927599722217,1.8766105306669,5.05602222816494,663,517,2493,145,887,487,68068.4738350089
68873.6774145245,21.9433707244595,3.09318950685387,5.42640150178324,1155,445,1394,164,557,488,68136.5565045049
63618.0516191659,22.3247790095456,-9.07417457796558,-5.66993371403504,823,882,2835,198,835,489,62652.4637468301
73304.2142923432,21.7436030204424,12.9578840324724,15.2866873156844,333,987,497,101,708,490,73041.0683555409
73408.4791540679,21.9034425164289,12.4665835615438,14.6872291593418,189,287,557,118,749,491,72894.3491164945
72660.3580700979,21.8600218003493,4.78893319226824,7.70374435721295,221,322,683,208,608,492,69469.3228226793
66658.3959315638,22.0209343434042,-2.74731333452067,0.340947357066997,1174,59,1791,89,703,493,65806.4589771652
64728.7173883897,22.1386818629899,0.0754613302055281,3.25771333675084,1183,691,2599,172,582,494,67074.7875592573
60536.8698925452,21.5287278643145,-11.3337885573708,-8.80173435816499,810,362,228,342,731,495,61105.2065387136
64748.6591796576,21.8409880457066,-8.34936942999501,-5.96811087357401,754,26,264,316,613,496,62593.8566760895
71603.7190749522,21.6868508419142,10.0615138553255,12.8640920485294,1489,153,634,249,517,497,71880.6082967229
62703.7280603682,21.9484655182327,-7.87220442841315,-5.01578679549634,724,639,1337,181,1231,498,62994.1702836382
62028.1978776058,21.9120196204146,-5.20830084912641,-2.42537438787648,1203,370,645,113,765,499,64339.8999091196
65856.317692588,21.8071612371574,-1.43098691484408,0.765390521781977,1370,958,88,204,621,500,65680.5604569082
70313.3105042812,22.3253699429886,0.776795220449527,4.32356760579733,131,276,2222,240,865,501,67833.8990569356
69744.3761296969,22.1947090749479,1.79687784045399,4.90196652132863,460,527,1968,94,776,502,68045.0594960791
66016.0224354933,21.7982445458078,3.24939013071774,5.46564048873419,392,500,205,51,667,503,68293.4246299563
69353.7853024838,21.718080858204,5.22519678055558,7.47550049151944,1086,146,125,105,458,504,69274.4222371883
70393.9655558976,22.0929686114342,5.50618000291648,8.80034084150787,993,214,2983,90,827,505,69975.7445434089
70796.0570413217,21.9283263742651,11.2633024383687,13.4734357018894,1493,632,1253,181,978,506,72000.9444088777
71190.9718041317,22.1344873227667,6.44267972861815,9.58945754440495,404,677,1777,252,744,507,70282.5312537923
60978.8411029953,22.1539556366088,-6.67848955164277,-3.55113546161276,1166,225,982,153,772,508,63837.5609995095
65505.1127410665,22.2498108636457,-4.01133676785237,-0.717293984405994,87,979,1908,111,813,509,65222.3248482188
70486.6789495296,22.1984017622799,3.72267714543358,6.87702636837339,1448,273,2877,199,837,510,68893.7627823323
56835.756593826,21.8426433318342,-14.033252579113,-10.9316498680999,282,377,422,266,772,511,60210.6049943171
66766.2095049388,21.7121697093009,-3.05531276513765,0.0388569587750127,500,198,1479,193,808,512,65660.4083459538
70546.0813401328,22.1083350487639,7.59771678676529,9.45413202029499,1064,55,1081,92,1049,513,70188.9834518835
71523.8533577268,21.8165101187147,3.37166494053672,6.199406187403,51,813,362,106,869,514,68664.6407039937
70976.0773166676,22.0360651639328,8.32052462090067,11.5188958710365,1237,113,4186,115,795,515,71264.0683253186
70118.9545084183,22.3658998829221,2.14350807659686,4.83005463589559,946,796,2799,120,799,516,67811.0273389027
67515.6267126522,21.7857524517783,-3.76627527256611,-1.25489580113925,55,691,101,205,878,517,64921.6718581374
59610.0280906442,22.0680089662437,-14.5552024297883,-11.2007880663649,476,472,2010,224,588,518,60055.6455834789
61398.1353593036,21.8037954941394,-13.150387659396,-9.80705398198772,806,210,1656,275,693,519,60738.831902765
60923.6280361732,22.2407813681321,-15.1180110666181,-12.4260163972661,420,213,1619,119,840,520,59478.8518271656
71424.6738829484,22.0879709914094,3.49048349829451,7.18389556600567,157,323,715,165,816,521,69323.5149952491
